	Easting	Northing	Elevation
308	168857.22932408217	104310.73249710703	
309	168857.63990060618	104310.7394218195	
310	168858.0504771302	104310.74634653196	
311	168858.4610536542	104310.75327124442	
312	168858.8716301782	104310.76019595689	
313	168859.28220670222	104310.76712066935	
314	168859.69278322623	104310.77404538181	
315	168860.10335975024	104310.78097009427	
316	168860.51393627425	104310.78789480674	
317	168860.92451279826	104310.7948195192	
318	168861.33508932227	104310.80174423166	
319	168861.74566584628	104310.80866894413	
320	168862.15624237029	104310.81559365659	
321	168862.5668188943	104310.82251836905	
322	168862.9773954183	104310.82944308151	
323	168863.3879719423	104310.83636779398	
324	168863.79854846632	104310.84329250644	
325	168864.20912499033	104310.8502172189	
326	168864.61970151434	104310.85714193137	
327	168934.6652819469	104301.44195311796	272.442
328	168934.66587561613	104301.44214062858	272.45
329	168934.67406479703	104301.44569223281	272.48400000000004
330	168934.66632649835	104301.44900136534	272.491
331	168934.65383685206	104301.4513665624	272.493
332	168934.71112072753	104301.4211692866	272.486
333	168935.64469086053	104301.42711089272	272.471
334	168936.34783708697	104301.31636312231	272.485
335	168937.06351144923	104301.22568157502	272.517
336	168938.5521978872	104301.03228914086	272.59
337	168939.26483097233	104300.92787874304	272.603
338	168940.01707243122	104300.88274721336	272.622
339	168940.72843458783	104300.76813646313	272.63
340	168941.48008296549	104300.75581557583	272.656
341	168942.20371093156	104300.6681293482	272.707
342	168942.90152718622	104300.6847205637	272.698
343	168943.64752739915	104300.5900702551	272.694
344	168944.4005484944	104300.55958729424	272.686
345	168945.14945221692	104300.41767527722	272.663
346	168945.90400479268	104300.35790771525	272.66700000000003
347	168946.6244435764	104300.23146588076	272.63
348	168947.36308518593	104300.20000486076	272.607
349	168948.09680370588	104300.11606326699	272.598
350	168948.8203435928	104300.01985007059	272.58099999999996
351	168949.56468668624	104299.89015750866	272.595
352	168950.31508836182	104299.82778034173	272.579
353	168951.02486837827	104299.7235466782	272.569
354	168951.7882791141	104299.64657123294	272.58
355	168952.54763927252	104299.53899338376	272.573
356	168953.25521211635	104299.42047770694	272.56
357	168954.01872317272	104299.34869363252	272.586
358	168954.768443041	104299.27760170959	272.541
359	168955.51285742508	104299.26062231325	272.556
360	168956.22720624183	104299.17512928508	272.562
361	168957.62189585197	104299.04054167867	272.565
362	168958.33161891843	104299.05161620211	272.551
363	168959.05846279583	104298.962275384	272.5
364	168960.48424018387	104298.8763701031	272.444
365	168961.22692777158	104298.81062992755	272.426
366	168961.90878485012	104298.73651470803	272.455
367	168962.61018359545	104298.61612430215	272.452
368	168963.34463291997	104298.46118624881	272.408
369	168964.8135418299	104298.21471102629	272.46
370	168965.52953337829	104298.10215942655	272.41900000000004
371	168966.26715884975	104298.05586685985	272.35900000000004
372	168967.7197823129	104297.8427026812	272.191
373	168968.4267127016	104297.67153831571	272.124
374	168969.15828289962	104297.52400600351	271.971
375	168969.91388525144	104297.40381119493	271.97700000000003
376	168970.6475273049	104297.34137672372	271.992
377	168971.3494349586	104297.31108480878	272.097
378	168972.0265090754	104297.2449251283	272.125
379	168972.69083280745	104297.15443474147	272.111
380	168973.3416223875	104297.0592612857	272.126
381	168974.00875600782	104296.94764764234	272.135
382	168974.66874233124	104296.84027219098	272.172
383	168975.3853689073	104296.74959924072	272.089
384	168976.12001965023	104296.6380429985	272.144
385	168976.81731726264	104296.56750741601	272.248
386	168977.49457135142	104296.45129602496	272.353
387	168978.17558089882	104296.44781028572	272.42400000000004
388	168978.81098990203	104296.33256102353	272.404
389	168979.49054046406	104296.27197264787	272.432
390	168980.13580347857	104296.16009581648	272.454
391	168980.7638420969	104296.11118695978	272.461
392	168981.4007964083	104296.06212482601	272.474
393	168982.03000809904	104295.98448617104	272.48900000000003
394	168982.69529138878	104295.92477384862	272.548
395	168983.37139603452	104295.76462361403	272.54900000000004
396	168984.09865535586	104295.65915951133	272.572
397	168985.5678090923	104295.41120786685	272.532
398	168986.28693704182	104295.25306644198	272.531
399	168987.00730847844	104295.17890749499	272.495
400	168988.4090561497	104294.9993056031	272.513
401	168989.11798793185	104294.86689596903	272.507
402	168989.81690361042	104294.7431633668	272.482
403	168990.52960630285	104294.58685323317	272.449
404	168991.23304499214	104294.46146863792	272.466
405	168992.59796425345	104294.27617400885	272.422
406	168993.3119217668	104294.20069518592	272.441
407	168994.04738376397	104294.06207861844	272.41900000000004
408	168995.45111340375	104293.79424402304	272.467
409	168996.84737277695	104293.5543755712	272.409
410	168997.5939346538	104293.4693747256	272.4
411	168998.24964068926	104293.36254295986	272.389
412	168998.94727410973	104293.26494576875	272.34
413	168999.6580857846	104293.17184522469	272.36
414	169000.3438920897	104293.09070465248	272.363
415	169001.05833104128	104293.07974144071	272.402
416	169001.77383077666	104293.00519621279	272.405
417	169002.52546341447	104292.93152258173	272.4
418	169003.22590676538	104292.77980460506	272.36400000000003
419	169003.9879115564	104292.6976409331	272.35400000000004
420	169004.68506271875	104292.53590069246	272.35400000000004
421	169005.34548567922	104292.43965353072	272.31
422	169006.0227662786	104292.31640137546	272.3
423	169006.69221955264	104292.15511789359	272.307
424	169007.32264100836	104291.97274592612	272.319
425	169007.94536111117	104291.84948308952	272.343
426	169008.630600065	104291.76092627831	272.368
427	169009.3731409247	104291.67035116907	272.373
428	169010.10565720903	104291.65685888007	272.382
429	169010.82842082868	104291.57881876174	272.35200000000003
430	169011.52312530947	104291.53552952595	272.35200000000003
431	169012.2377630912	104291.40332890116	272.319
432	169013.6009098731	104291.31461716816	272.344
433	169014.3055391872	104291.28804836981	272.334
434	169014.99247458347	104291.22359810956	272.373
435	169016.38514651536	104291.12220202759	272.425
436	169017.06076690688	104291.06401428394	272.44
437	169017.76606676425	104291.04931278992	272.471
438	169018.47167896116	104290.94785387628	272.483
439	169019.20622865617	104290.86485202517	272.487
440	169020.6116787598	104290.6480102567	272.508
441	169021.27904515303	104290.47226132732	272.533
442	169022.00154395177	104290.36882448662	272.497
443	169023.41307045525	104290.08211643528	272.481
444	169024.77028293506	104289.82598652504	272.5
445	169025.45361519704	104289.70591013134	272.522
446	169026.10945711232	104289.52863725554	272.51099999999997
447	169026.76906680455	104289.42738452833	272.535
448	169027.4136043964	104289.22041002661	272.514
449	169028.08826217562	104289.09956120234	272.483
450	169028.78172767727	104288.93836700171	272.513
451	169029.4786837791	104288.83113153558	272.473
452	169030.1698107502	104288.72517284006	272.476
453	169030.8760979689	104288.63447014801	272.472
454	169031.5885302432	104288.5208023563	272.524
455	169032.2881042042	104288.41283516679	272.567
456	169032.97731941394	104288.27665272914	272.573
457	169033.6581672554	104288.08742106799	272.592
458	169034.36170868156	104287.96704787388	272.611
459	169035.03534710582	104287.7992946906	272.607
460	169035.72937519514	104287.71299763117	272.527
461	169036.40392722373	104287.55562928971	272.487
462	169037.1176352363	104287.4508651616	272.461
463	169037.81340107913	104287.31118470524	272.481
464	169038.51347412914	104287.22972972132	272.498
465	169039.1848575347	104287.12703791726	272.508
466	169039.865007732	104287.03253459092	272.567
467	169041.23441092082	104286.82446669322	272.64
468	169041.93394788756	104286.72688202001	272.64799999999997
469	169042.61036869083	104286.57879028749	272.687
470	169043.94357319834	104286.32220798172	272.68
471	169044.64486321562	104286.2329721637	272.692
472	169045.37147404658	104286.11027363222	272.72900000000004
473	169046.06687757146	104286.00525933411	272.70099999999996
474	169046.7499919019	104285.84699626826	272.698
475	169048.06058007572	104285.56623383239	272.71
476	169048.7091035266	104285.40803167969	272.68
477	169049.39671801357	104285.32041561138	272.697
478	169050.7494978851	104285.14046825003	272.737
479	169051.43252743295	104285.03874690551	272.736
480	169052.13290799025	104285.0040110182	272.775
481	169052.80903875074	104284.87056469917	272.76599999999996
482	169053.44326064433	104284.78868880682	272.76599999999996
483	169054.77924107775	104284.61961940397	272.79
484	169056.0909429581	104284.52461544145	272.959
485	169056.8035268069	104284.50104709715	272.986
486	169057.5144323205	104284.38255735766	273.017
487	169058.1961348174	104284.35220405366	273.074
488	169058.8743866987	104284.2239568485	273.068
489	169059.59093219176	104284.15665308293	273.122
490	169060.2539617813	104284.03039033338	273.133
491	169060.93592453023	104283.92792483512	273.123
492	169061.61776194538	104283.7943148464	273.135
493	169062.29384714816	104283.64066296443	273.092
494	169062.97460145206	104283.51075687539	273.142
495	169063.65538723095	104283.37213804573	273.171
496	169064.3657433261	104283.27422461286	273.198
497	169065.0432764905	104283.1146460902	273.164
498	169065.73693549278	104283.06505721156	273.186
499	169066.41942322807	104282.9818740096	273.249
500	169067.14291725005	104282.93257837463	273.246
501	169067.8366697719	104282.79122616164	273.27299999999997
502	169068.53301551903	104282.72181149665	273.265
503	169069.1974877282	104282.62410385348	273.258
504	169069.88178936628	104282.53240008932	273.258
505	169070.57074918304	104282.4015976889	273.311
506	169071.2698236098	104282.33367629163	273.336
507	169071.95192388142	104282.2920179097	273.35
508	169072.67777959735	104282.21418277174	273.33799999999997
509	169073.33831701538	104282.1527962545	273.35200000000003
510	169073.97973277277	104282.02108111419	273.36400000000003
511	169074.67556642153	104281.96186140832	273.41200000000003
512	169075.34935561178	104281.81876965892	273.362
513	169076.02523778784	104281.82028328534	273.422
514	169076.72412952193	104281.73716064636	273.445
515	169077.4248813538	104281.69853643142	273.447
516	169078.12997393368	104281.57706235722	273.441
517	169078.75426399987	104281.48069385346	273.4
518	169079.41874124442	104281.38168983907	273.432
519	169080.03478733992	104281.29697076045	273.45599999999996
520	169080.69648921452	104281.27526105661	273.519
521	169082.00854767326	104281.18063556124	273.53700000000003
522	169082.66135760894	104281.05378255248	273.563
523	169083.24268755375	104281.06960071623	273.56
524	169084.43519717696	104280.96583103575	273.55
525	169085.0357970086	104280.9780113753	273.616
526	169085.6236144425	104280.94194635842	273.673
527	169086.21606700815	104280.9718940407	273.768
528	169086.81519125385	104280.89897904545	273.829
529	169088.1600662875	104280.8348762393	273.839
530	169088.85536718182	104280.7915992979	273.83099999999996
531	169089.5478390898	104280.70882591698	273.834
532	169090.86662647783	104280.56139314361	273.845
533	169092.2712156902	104280.3870196743	273.897
534	169092.95289903993	104280.23061120883	273.932
535	169093.62193307868	104280.18649843056	273.92400000000004
536	169094.26870826393	104280.08502233587	273.934
537	169094.92352235288	104280.0944336392	273.893
538	169095.57452814217	104280.03931842372	273.9
539	169096.15991078303	104280.01918860059	273.877
540	169096.766970152	104279.98727277108	273.937
541	169097.32911488737	104279.91756215785	273.942
542	169097.9543860061	104279.91166574135	273.959
543	169098.55810815957	104279.84933545161	273.966
544	169099.15328869407	104279.8809628794	273.968
545	169099.653038467	104279.84105877299	273.94
546	169099.992102772	104279.82708334085	273.934
547	169100.22610473307	104279.74246840738	273.959
548	169100.28821777314	104279.72489633318	273.966
549	169100.29518469283	104279.73771286104	273.976
550	169100.27455185994	104279.78954514209	273.966
551	169100.25568906724	104279.81209351402	273.961
552	169101.7661802901	104284.7691005813	274.888
553	169101.67899171318	104284.98234506231	274.89799999999997
554	169101.66052105982	104284.99506961089	274.88599999999997
555	169101.65698788565	104284.88735006005	274.879
556	169101.63424627922	104284.83202407788	274.86
557	169101.62286407806	104284.75820100028	274.83099999999996
558	169101.56794010778	104284.957287753	274.81
559	169101.4624106906	104285.01585756801	274.802
560	169101.1485914503	104285.01750360802	274.741
561	169100.59405738043	104285.08649980463	274.747
562	169099.97461202735	104285.09223158937	274.793
563	169099.40322589857	104285.186564276	274.764
564	169098.77898298233	104285.20414328668	274.691
565	169098.12423309076	104285.3415540522	274.628
566	169097.47693207167	104285.45711678732	274.57
567	169096.77666686726	104285.59139707405	274.517
568	169096.06309502487	104285.69096297212	274.518
569	169095.36624058578	104285.80245382525	274.485
570	169094.6795468338	104285.89822404739	274.413
571	169093.92687891677	104285.9616848696	274.37
572	169092.49817545718	104286.16489029396	274.276
573	169091.78398895683	104286.3030139422	274.26099999999997
574	169091.07783300008	104286.35700341128	274.263
575	169090.39550763083	104286.49394471757	274.226
576	169089.69882624724	104286.55760845542	274.252
577	169089.05273895548	104286.73212798871	274.242
578	169088.35152191596	104286.800966206	274.157
579	169087.65129664342	104286.92431031726	274.127
580	169086.96723232078	104287.01619802881	274.099
581	169085.54567518277	104287.18272556365	274.067
582	169084.8494235495	104287.22618488781	274.058
583	169084.15322951775	104287.31951219123	274.025
584	169083.457739338	104287.41543747112	274.033
585	169082.78036185654	104287.56481820624	274.01599999999996
586	169082.07752474374	104287.65441414993	273.994
587	169081.38542758624	104287.83117838763	273.91700000000003
588	169080.65946069118	104287.93997067492	273.89
589	169079.96949786952	104288.11822585855	273.82
590	169078.53951417963	104288.38001104072	273.819
591	169077.77465706842	104288.42859959975	273.775
592	169077.04911387537	104288.51885574125	273.822
593	169076.33608349587	104288.5674462812	273.737
594	169075.60911365962	104288.69069541246	273.687
595	169074.86203552695	104288.78643554449	273.623
596	169074.1557620054	104288.90605196822	273.622
597	169072.75964199423	104289.07304554246	273.57599999999996
598	169071.3309524086	104289.33873035572	273.513
599	169070.6386729758	104289.50029403623	273.522
600	169069.9059628147	104289.56735256873	273.5
601	169069.19847961096	104289.75870801415	273.455
602	169068.44925635838	104289.82311179675	273.411
603	169067.72277817427	104289.974912568	273.42400000000004
604	169066.9638616136	104290.09026154317	273.423
605	169066.27631590917	104290.22477714904	273.42400000000004
606	169065.57147876808	104290.30880661216	273.288
607	169064.13057844847	104290.4997404702	273.186
608	169062.63530451263	104290.7047529053	273.139
609	169061.9540805533	104290.8003617255	273.198
610	169061.25901119367	104290.9116781177	273.21
611	169060.55522166652	104290.9360191198	273.20099999999996
612	169059.85094159393	104291.03043273184	273.127
613	169059.11594589285	104291.10508515872	273.152
614	169058.39484592804	104291.24893519841	273.113
615	169056.92686452204	104291.43421186414	273.01099999999997
616	169055.48210877064	104291.67259187996	272.907
617	169054.76765915356	104291.75232433155	272.916
618	169054.02884599136	104291.79785876721	272.89799999999997
619	169053.28045499988	104291.92826358415	272.875
620	169052.537884515	104292.0598017918	272.825
621	169051.83391560768	104292.23281943332	272.73900000000003
622	169051.1242356393	104292.27549323253	272.717
